LEI	LEGAL NAME	STATE
984500FEEFAD6A9DE393	SEAPORT AIRPORT ROAD, IRUMPANAM	
7437005DCXQTEX8I3H68	Snaporter Oy	
724500XIGDFK4FXFSJ84	Seaforth B.V.	
64885CSZ4S1PD1947D72	Seaport - Airport Road	
549300E8O20MAWA9D239	Railroad Avenue LLC	
549300PNOARHVHQ8JJ73	Railroad Inn, L.L.C.	
549300AV3ILPAG3S8X53	RAILROAD SC REALTY LLC	
549300E7GHPV5NVVR953	RAILROAD PROPERTIES LLC	
549300TKX9F5V34BH164	Railroad Solar Farm, LLC	
549300KEN9618A3NSC95	RAILROAD & INDUSTRIAL	
549300M8NCNRLJYQIP03	Railroad Place Partners, L.P.	
254900Y6BSQLKNH9OX09	Railroad Development Corporation	
549300GI1PZVCM0NJP56	Railroad Valley Enterprises, LLC	
5493004ZQHX77BC00X30	RAILROAD INDUSTRIAL INVESTORS, LLC	
549300EFRXF13WMI5I31	FARAWAY S.A.	
9845007C811WD087BU87	FARAWAY S.R.L.	
213800XVET97693VOO49	FARWAY FARM	
549300P8OSRAZ1MPZE29	Faraway Super Fund	
549300FJIQBD3C2O7V66	Faraway Holding ApS	
315700DW8VJFZY81B116	Faraway Real s.r.o.	
5493004UV8YP2QGVNM55	Farmway Co-Op, Inc.	
724500SREBAU8DWCLC40	Farway Holding B.V.	
54930087I84TTE3B1L46	Faraway Housing, LLC	
549300JEX2WI22OLF307	Farmward Cooperative	
254900S1MZBA1L5LZF88	LUFTHANSA EMP.	
549300Y83A05IEINZY87	Marion County, Ohio	
549300RMYEWGVWFEJT12	MARIN COUNTRY MART, LLC	
549300P7DLDE66FHKZ72	Marion County, Missouri	
WWM6K5NQCG4KCSV2LW17	Marin Country Day School	
549300HXQLIV5UBQEF05	Marion County Savings Bank	
984500FE979CC843ED35	MARION COUNTY SOLAR PROJECT, LLC	
984500F679AF802A1490	MARTIN COUNTY SOLAR PROJECT, LLC	
984500FC2AJ997E94S70	MARTIN COUNTY II SOLAR PROJECT, LLC	
549300SRV62IK402WT62	Marin County Employees' Retirement Association	
2549000PY64W3U2MMV80	Hollestraat 79	
967600K8G3YVNDDHIC04	Hollebeekstraat 24	
984500D3B891CDE5B611	HOLLES STREET	
9676004UJ8F1AOBE7A78	hollestraat 37	
875500PWACHF5G7R0628	Holleweg 19	
9845008CETB9EC9E0507	Hollenaarstraat 53	
875500QNEPW8CVEOV112	Holleweg 11/A	
699400M2ZU0R9L7EW382	HOLLEX	
969500ZXLIEX0R7QMG23	CANSON	
969500SV4D5BXRJMS717	CARNON PLAGE -	
254900BVX5XCLMWNKW14	CANNINGVALE	
724500NP2S86SQHM5720	Cannenburgherweg 43	
529900Y7W461C8IFFT50	I-AM	
894500IB5AUW2XMA2D59	IAMA	
969500ZNJFANYVT5LQ78	IDAM	
969500X8UGZ31SXNMW30	I M A	
969500IR96L54RNB0Z80	I M R	
984500C91EA4F11D4012	I M S	
549300L1A5T19703RR64	I-MAB	
9845004E871376SFLE57	IDAMAKANTI VENKATA RAMI REDDY	
9695006EFCUBGHYV0822	I-MADA	
549300D8OU5QQO5OLZ32	ROUTE 1, LLC	
54930008DF6FTR2RZK19	route 36 llc	
7245003009VB1SQLGD35	Route-01 B.V.	
7245007ZFIZ7KAPAMN62	Route 16 B.V.	
5493003UVEH0S9O7UR07	Route 33	
984500DB8648AB907394	ROUTE 613 LIEU-DIT LES BRUYERES	
9845007DBEZ7BMDF2B13	ROUTE 140 RW LLC	
6367003FVJJTXF8YQ252	Rigedalen 40	
636700WPVKPY0HZZ7Y16	RIGEDALEN 40 AS	
984500AFEP86D8N59Y69	RIDGEDALE LIMITED	
9845004F0DDG6240F572	Rigedalen 41	
549300L01ED4RNMMKR70	RIGEDALEN INVEST AS	
5493003K6463CEFDQ593	Rigedalen 15	
549300PEV87ZYCJ8I419	RIDGEDALE ADVISORS LP	
5493004IF2L91UHX2A84	RIDGEDALE CENTER, LLC	
549300XVTFE45R6QPV76	RIDGEDALE MANOR DHC LLC	
549300X68NIB4V7BZE73	Rigedalen 36	
549300DX8QW1B7PDLV62	Fairifeld	
9695009VDZXGHADZYB39	FAIRFIELD CAFE	
213800E4DAXIA3LZGA61	FAIRFIELD HOUSE, COOMBE HILL ROAD	
549300V1LTJKG4FAHW32	FARFIELD PARK ROTHERHAM	
549300O1Q3WPF4FCM142	Firfield AB	
254900NBRJ5EKW6QP825	Fairfield, London Road	
724500PRETO7D9D4PX46	Farfield B.V.	
724500DUZC58UX6ZRI68	Fair Field B.V.	
549300U3EW900YTMU158	ST. PIUS X CHURCH FCU	
636700LYD5OMGZHTQF55	Upwards AB	
54930034DDPJPGS6HU55	Upwardor Inc.	
254900DM0D1WRR13IW61	UPWARD LIMITED	
549300IIE8OON1PT5C35	UPWARD PGSS, LLC	
969500ELGGM5LBX5DV14	UPWARD PERFORMANCE	
98450008S6DF71E6F068	UPWARD CORPORATION	
529900E0DPB0I4F9N525	UPWARD MONTUIRI SL	
549300I6IN31M93J5J64	UPWARD REALTY, LLC	
254900KLIC284KZ5U646	Upward Credit Union	
SHJLFNH38MM0RA5L0951	Transit Employees' Retirement Plan	
9695007TDCWWYBNKWR69	AFEA	
89450000XCYDSMG6FJ03	Anena	
529900O8IME0AFYW1U36	ARENA INVEST SICAV-SIF - RE US	
815600CD689B7A444D46	ATENA	
969500758YG1JR406D37	AXENA	
969500I4B1Z5FMKBWO41	ABENAO	
969500VCUZ3C4C1CZB27	UNION DES PRUNICULTEURS DE FRANCE UNION DES COOPERATIVES AGRICOLES	
300300QWJE7FCTACYV81	UNION RESOURCES & ENGINEERING (HONGKONG) COMPANY LIMITED	
549300HR60UMU0GGSF43	Union West LLC	
894500JK46E2B5J2PG60	Union des marques	
FWACZVBPF4R8EFNHVS79	Union Estates LLC	
8945000PEHXWD6Z6GK70	Union des Fabricants	
5493003AADY58DD1QT96	Union Rescue Mission	
969500JIYOCL7POA3I20	UNION DES COMBUSTIBLES	
969500HSIIV3Z1U6BG35	UNION DES AMIS ET COMPAGNONS D'EMMAUS	
969500Y6VEXKNAN9RB30	UNION DES INDUSTRIES CHIMIQUES ET ASSOCIEES DE L EST	
549300Y1BH01D1B61H27	VA DESERT PACIFIC	
549300L5UYS2WUV8D581	WNC COMMUNITY CU	
969500N5V2TN39AMAR61	GRANO	
549300YC75EEYGKCDE02	GRANDO	
9695000ZNQ62Z7KKWN77	GRANEO	
549300W0O827C35BDB59	GRANTO INVEST AS	
969500EIAQVIIPE12D06	GRAINCO	
9695007OEYXAR55D0X46	GRANCAZ	
98450084DA07E960E840	GRANHØJ INVEST II ApS	
894500G4HBS4MKHTAN25	GRANOVI	
9695005DA8IKD8AS5Q33	GRANSOL	
699400VB7R4Q0K1U4H09	GRAMCORE	
5493004UNJQCCNMHSR95	LOWER COLUMBIA LONGSHOREMEN	
54930092UGT1EDCMDP54	OMAHA POLICE	
549300IG8N2T153U8D72	Zello AB	
984500D83938K1E98302	Zelicon GmbH	
391200GC3AD6J1MGI068	Zollcon GmbH	
549300W9L0FD2ZRU7176	ZELLBOX Holding AB	
54930084Q88ER2MKMV54	ZELCOVA TECHNOLOGY CORP.	
5299007YNGFS9NFWJG06	ZellCo 1. Projektgesellschaft mbH	
25490093AUSSJPTBVO82	ZELLWOOD	
967600ZQTS3530TRKO98	WESTLAAN 14	
984500FA066987871327	Westlaan 70	
259400HM95WQD1NIZY72	WISŁA MALINKA 65 D/2	
254900G8TFWE2UURDM43	Welab Bank Limited	
254900XNCZ58J8OHZO17	FREEDOM UNITED FCU	
549300YTIEVVDO2YUV40	GARDINER	
969500O05KD0Y6YVK541	GARDINIER	
3912001F40ZUFR5ZUO86	Gardner AG	
9845006E63AE49FC5F60	Gardinex AB	
549300Q0QNI2GRLCPX68	Gardiner Security NV	
254900IB9XEO83ZBG445	Gardner, LLC	
984500B89E4586AIM311	GARDNER FARMS	
254900RCHLNSL92XF664	Gardner (Services) Limited	
254900N6XFQR6TP1WG82	Sunset Science Park Federal Credit Union	
98450048D1Q6FD6FBC11	WATERFRONT	
984500AEDDFE98Y62G74	Waterfront Center, Suite A, 72 Kronprindsens Gade	
213800713FVIF1FZCT35	WATERFRONT DRIVE GENEVA PLACE	
254900FKWRQETIEG0N78	Waterfront Center, Suite A	
72450037BHBK8G5ICV78	Waterfront 218	
7245002DZEZUWIYCUI37	Waterfront 307	
52990076MX7KD2XYCH67	McKesson Europe AG	
549300JJRN9IFHVZ0B05	MCKESSON AUTOMATED HEALTHCARE INC.	
549300WZWOM80UCFSF54	MCKESSON CORPORATION	
391200H4S01OE7LDAH74	McKesson Europe Services GmbH	
549300YVLEV6OKLR6Y95	MCKESSON UK FINANCE II LIMITED	
54930031SG2DW6MSYJ07	McKesson International Sweden I AB	
549300793IWSN20XSY60	McKesson International Sweden II AB	
5493006UBEBXZLFU4D13	McKesson International Sweden III AB	
5493000UVZ1EF2SIPO10	Shelby County, Tennessee	
549300C5XETBQAEFDL43	SHELBY COUNTY ENERGY CENTER, LLC	
549300BDKX4DZDZCLP86	SHELBY COUNTY, TENNESSEE, RETIREMENT SYSTEM	
549300QG8TUUZRDC7N49	Shelby County Farm Bureau Co-Operative Association, Inc.	
254900YP3JAVI7I1BN96	Shelby County Tennessee Other Post-Employment Benefits (OPEB) Trust	
254900DTB6TB0LVCAO10	port washington	
98450081D91795E5AD73	PORT WASHINGTON FCU	
549300EAMSCM1GZ82Q61	Port Washington ALF, LLC	
254900XRIGUVER3NC041	WECOME LLC	
894500LKHLSG9VK58Q34	Welcome hotel, Ground floor, Gala no. D-11, Paladiya Industrial State, Survey no. 132 Vasai Phata Pelhar, Vasai East	
9845001BS3FA3EG2E823	WELCOME HOTEL & RESTAURANT	
6556007GMSPZ4P1TLN12	WELCOME TO WUXI JIE TE RUI TECHNOLOGY CO..LTD	
894500XIU2C9P7APHM74	WELCOME S.S.	
724500AT08VR3VMLPY14	Wellcome B.V.	
894500NAOSB28VXKKX80	Wellcome C.V.	
64882CF5413DBBZ2A029	WELCOME AGENCY	
9845004Z1AJA78093F03	WELCOME S.R.L.	
875500QLA82MHPJRQ813	Dc2	
213800OUMYFN7EK9D305	DCC	
894500ITS7MC95HH8S44	DCM	
6994003F6WKOHRFVW611	DC-Q	
894500MRG3ZNDOMGSU32	DCAC	
894500J296P09B92SZ86	Sct Thomas Vej 13	
5493000JNM7Y1QX4PI91	S:T Thomas vag 3	
5493002LE02QPH1NW362	STATE HIGHWAY PATROL	
213800NO81RO6WVGOM30	WELLSPRING HOUSE	
984500505888C1B7FD10	WELSPRING UNIVERSAL	
9845004B76A7DA81KT97	WELLSPRING CLINIC LTD	
549300SUSOD484KHL965	Wellspring Farms, Inc.	
2138008EZRTVBGHR1D73	WELLSPRING HOLDINGS LTD	
984500D4F1062DDD6477	Wellspring Consulting OÜ	
254900Y2ILX11NO6XF65	wellsprings holdings LLC	
25490095K7T55O0CWO07	WELLSPRING WORLDWIDE INC.	
5493005BOITCGTK8SI23	Wellspring Investment, LLC	
254900QBYJVWIT5DYE70	WELSPRING INVESTMENTS S.A.	
254900MVKHEMUTVPSK32	DESERT VALLEY OASIS MHC, LLC	
967600Q63GTBX7854L87	goethalslaan19	
875500AKZEUER3DV6103	Goetsenhovenplein(GTS) 2	
9695005EDOAK1H22Y098	GOEZAL	
391200ZXQQA42PYFKT38	Goetheallee 46a	
3912009LV5PDDP8PIG21	Goethestr. 27A	
894500I4UJUYNTL2TM92	GETZ INC	
984500FE9A3NQA4T6F54	Memorial City International Medicine	
549300GEIS4S4DOQH571	MEMORIAL SQUARE	
529900IZ2XH3HL4LTQ16	Memorial Square	
213800WLIFOOG58XDG67	MEMORIAL HOUSE	
549300G5MCIAWV51J266	Memorial Hospital	
549300APAFYYWOO5PP13	MEMORIAL SBF, LLC	
254900II809FUKU5GO74	MEMORIAL OWNER LLC	
959800U5N2VB0KLEAM02	MEMORIAL PARKS, SA	
9598004WY773DTRSQM68	MEMORIAS USB, S.L.	
9845009E75F9BC1EFE80	MEMORIA DE CHINA SL	
5493003HQ76B8DK2IR41	SOUTHWEST RESEARCH CENTER	
9695003JUXX4NAFAQA26	T M B	
213800GYLXUTBJI2DV05	TM HF.	
815600E19E911C79C651	T M C SRL	
335800BCDB2ERK69O815	T M FOODS	
254900AYG0YJ5NUU3306	T. M. NOMINEES LIMITED	
529900G5I0ZYLW6P1Z80	T&M Trust	
335800VU97UWXMZOA725	T M BIDADA	
98450015FF750BERDF78	T M MOTORS	
967600TR4CE7OAM23P54	T&M PHARMA	
969500RGR6SLBGN4Y930	T&M REALTY	
5493008U7TXNYOZW2872	Common Trust Emerging Market DDA Fund	
549300F34ZD42GGV5H52	Common Trust Developed Contribution Fund	
549300FUDKEANMK24J18	COMMON TRUST FUND	
9845005ABBEDB3B8F173	SNOCOPE	
9845008CADC50DAOF961	WESTEX	
254900ZRR5A2RU5ZCH10	Westeindestraat 129 Bus 32	
967600VKAZ6TU3OU4410	Westende	
894500P3NMU1TDML4H83	Westerlaan 61	
875500Y649CCOSNDM144	Westerring 33	
7245001IZGQQWMGKP571	Westerbuurt 9	
549300G47J4U113TQM48	Westerring 27	
9598007VSGUPBQR7XU52	Barcelone	
9598005T8JBMLR0DET82	BARCELONA (POLÍGONO INDUSTRIAL MAS ALIU) 13	
8945001R4FLJVG7D6Z76	BACELVY 01	
959800GEK32387U6P516	BARCELONA 11 1	
549300G0AGRKOFNHRJ44	BARCELONÉS 9 A P.L. LA BORDA	
959800Y992H5L4YAS398	Barcelonia	
5493000LFXZI96CTRU27	SOUTH CENTRAL DISTRIBUTORS, INC.	
335800FFCR1GTTAR9W10	SOUTH CENTRAL ROAD, THANE	
549300CKY48CM5VMJP87	South Central Coop	
549300TZMTFMIXSZUT54	South Central Educational Broadcas	
549300HPA2WITQTTCQ91	SOUTH CENTRAL FS, INC.	
5493005T2VJR32KCVP32	SOUTHCENTRAL FOUNDATION	
549300LPT41QBMAC7948	SOUTH CENTRAL BANK, INC.	
984500DCEN2C8E8AC841	SOUTH CENTRAL WA PTY LTD	
213800TUDN1YWT2Q8815	MULTISTATES LIMITED	
254900KYNVSPEAVQUU47	MULTI-STATE LOTTERY ASSOCIATION	
25490046K9DUNXQETL12	Multi-State Lottery Association 2x2 Pooled Prize	
254900DGDBE7832NTX87	MULTI- STATE LOTTERY ASSOCIATION UNRESERVED ACCOUNT	
2549003AKPXUDXDLFL23	Multi-State Lottery Association Pool Prize Powerball	
254900B4U9X7MXJNI780	Multi-State Lottery Association Powerball Prize Reserve	
254900ITDKYYRNTUUV43	Multi-State Lottery Association Lotto America Pooled Prize	
969500X6Y8F8L6JSIE24	CLCOM	
549300QU1UGMY7J2PO12	CACOMO AS	
391200T4AUN1BPBXAO14	CANCOM SE	
743700VPLL1W9ULOTR77	Carcom Oy	
984500GC5V097EABB030	Cacoma ApS	
254900BRA6AUA0JXFW46	Calco ehf.	
21380068GPUVP89SD115	FORWARD FINANCIAL PLANNING	
8945005BJMQU3KYQHB76	Forward Financial Planning LTD	
549300CWZPA827W1R850	Front Royal Ford, LLC	
549300BRUL4XORSBI198	Front Royal Buick GMC, LLC	
789000M17M7ZXUB3OE28	CSD	
969500PV8P4XI9EYA469	CADEROUSSE	
969500F5LGU1PZT12698	CCD	
969500JV74ZI372LE214	CD 37	
5493001EMQX65WHK1724	Susquehanna Valley Emergency Medical Services	
969500OGGOZOKGGTBR87	ELEMENTERRE	
9845008S884EB6236Y18	ELEMENT61	
836800S32IIY5U1VU123	ELEMENTS SUCCESS COMPANY LIMITED	
549300W48JHH6LKO6Q54	Elementa	
96950048FDZ8T8Q22Q18	ELEMENTB	
335800MQ1ZRIXF3VS163	ELEIMENTS	
743700C8F8IEUFN5R893	Elementintie 12	
50670065DY894Z4A6470	ELEMET AG	
969500VXRDDQPM6QMC20	SONODA	
549300LRNHB1I1Q8EI56	SONOSA	
969500Q7K1UVMWR1F419	SONOVA	
969500RHN1IM4U03P434	SOROMA	
969500YDJ3QB41WGWV45	SOBOMAT	
894500KLDA2UYZTTGY40	Socomat	
969500VJC7V4WZ4RGL39	SOLOMAR	
549300IYHNNR5YWGIV39	SONO AB	
254900I67KZHMHRJRD62	Timberline Bank	
254900ZWJ7T0QEQ31H09	TIMBERLINE RLM LLC	
254900S64FN9M4VWOF15	Timberline Apts LLC	
984500BH13EF2CO6BA21	TIMBERLANE PTE. LTD.	
549300Y4HP0TGBFWVN20	Timberline Court, L.P.	
213800O9FCUZXWDXEU98	TIMBERLINK SETTLEMENT SERVICES (USA) INC.	
724500QSYE95R2DP4X47	Timber Line Holding B.V.	
5493001MJJCKCEH8N396	Timberline Partners, Ltd.	
894500NEDTHHKFUOAC02	Timberline Advisors Limited	
894500K377A9N6W29F38	Timberline Digital Media AB	
98450049CM6F72DY3W05	FICAR	
969500T8NMHPWEPMIX88	FIMARE	
969500DM5041ADVNYK74	FILAREA	
969500QO2X0A75JDSH53	FIMAREB	
969500BIO6JQID22EN61	FINAREG	
969500D3P6BTTF1MCS98	FINAREY	
9695008W62DP9OYB5G21	FIPAREL	
969500RZ95H104DHD975	FINAREDE	
959800XA5ZXTG2Q0YH77	EVERGREEN DIRECTO S.L.	
549300C1SBZVJTL6WB07	RUTGERS	
54930068XML11DW7DT24	RUTGERS BELGIUM	
529900Z4VBB5I1QQEB65	Rutters GmbH	
9845008956F88E7E8712	Rutger Desmet	
724500YFMZABHUJ0YB67	Rutger van Erplaan 1	
724500W2A55CCKID7O29	Rutger van Herpenstraat 8	
98450005A79106B49Y47	RUTGERS-WALLJEE	
7245003OVKS1F64ARA52	Rutger Loenenweg 44	
391200LMI0P4A4HKW060	RÜTGERS-Stiftung	
967600OXWN7DPJ24PE50	Lamaco	
6994009L95FZABAU3146	Lamponi	
549300MEQ7ILYSZVKC28	LAMPOUSAS, 9,	
254900RFMA6X7QN0QY89	LAMACO AS	
2549003G2LR6GYKGLM82	Lamco Inc	
815600BF1915EBBF2E70	LAMPO SRL	
894500L38H3GYB1MDP80	LAMACON BV	
743700TXX3PLK3O6RM25	Lampolo Oy	
724500V9DA26RXQ9KR02	Westergeest 22	
875500QVLHAI7WLQ0I39	Westergellersen	
2549008HGH00P608BD50	WEST EDGE OWNER, LLC	
254900GZL8GA0ZD0PU74	WESTNEDGE HILL APTS, LLC	
254900GAJUOQRP06JH13	WESTEDGE RESIDENTIAL, LTD	
7245004RSJ1Z4H1DPJ46	Westergeest 57	
549300VY6XVXGB8B3656	WESTLEDGE APARTMENTS, LLC	
724500ERXS4OWCT4T045	Westergeest 89a	
254900Z5FUZPJI9PXK78	Westnedge Hill Apartments LLC	
254900GK8QY44BMLD526	California Community Foundation	
549300DFMCVR5EAR7G94	CALIFORNIA COMMUNITY REINVESTMENT CORPORATION	
549300X8VKJ215S2R571	California Community Choice Financing Authority	
8945004DNNFDWJVFXT23	Oude Baan 254	
984500F57454A0R90024	Oude Heirweg 17	
969500WBCUBNESLFQE15	OUZOUER-SUR-TREZEE	
9845000BE2A9U99AAE17	Oud Arenberg(KIE) 46A	
2549004J2GUJIXPQF446	KAHULUI LANI II LP	
549300HHGL548131OD08	Kahului Holding S.A.	
959800H0CK64KLVRZ257	COLOMBINE SA	
9845005F6B145BBR5055	Columbie ApS	
894500M8YFKZ0SJ3OY47	COLUMBINE AS	
894500TNHMEGZ1NYBZ40	Columbinevej 12	
549300W4LB4JXNZOOM77	Columbitech Embedded AB	
549300HXQOUC2DVIEB03	Columbine Country Club	
5493000KT217Y26M3S27	Columbine Capital Corp.	
213800AA2Q2PGF8MWH43	COLUMBINE COTTAGE, THE STREET	
213800LHV52L5NOHWV63	COLUMBINE INVESTMENTS LIMITED	
549300PO3OXSJ7DOTM02	EMPIRE ONE	
5493008W36LW9K3K6X02	Empire Energy, LLC	
894500K8R28WG6BREA62	EMPIRE NEW GOLD SL	
549300PL4VNXPAWMFA89	Empire Energy USA LLC	
549300BYGHLB4RI28248	Empire Energy Holdings, Inc.	
213800OBITF9ECW9TW43	GREAT MEADOW BARN BOSS LANE FARM	
2138002BLMOM7LEQMZ67	Great Meadow	
2549008HGQPLUWQKJU20	FANLING LOT NO. 1	
969500ZW318R3JVTLB08	FANTINE	
743700A3NNEOYPCF5365	Fanin Oy	
213800IY9T4F5Q1YWT72	FANLING, NT	
894500EL7DNIG915E487	Finningen	
529900HE9134Q8T2DQ26	FANTINI SP	
8156006351236BB32B70	FANTIN ELIA	
549300VO3K6WMCEOCC51	Funningen Danhill 1	
815600C5341AA6F3C628	FANIN DAVIDE	
254900SQEQYG4DBJXI27	Eaton Family Credit Union	
549300GE5630L8T1VG79	EASTON FAMILY LIMITED PARTNERSHIP	
213800KCY6IV2D3ZEP50	EASTVILLE	
724500T9M0EEKH7AIM13	Eastvillmo C.V.	
213800DPHFOWGO5H7R46	Easthills Farmhouse	
213800IN3EJU2KZ4RG38	EASTMILLS LIMITED	
984500F0TVFF70376F39	East Millbrook, LLC	
391200BQ565Q5MDTN983	Easthill Holding UG (haftungsbeschränkt)	
5299001WQGXRVI7WA197	Easthill Finance S.A.	
213800K3VV2NDRKJNW12	EAST MILL LANNE	
549300F1TOOZO0UHWR26	EASTBILL MANAGEMENT LIMITED	
7245009KNCBZ5X10KT26	Elbright B.V.	
549300M2F54OW88MHF80	ENRIGHT HOLDING CORP	
254900U829AR8O4F5T49	Enright Holdings, LLC	
984500BC1438686KDM46	ENRIGHT 4 AND 4 GP LTD.	
213800WY34FIU811NR51	ENGBRIGHT PLC	
984500A0E7ADF2837667	EBRIGHT FUTURE MARKETS LIMITED	
549300BZCYPTU57UH615	Enright Investment Management Corp.	
2330000O5GYY96GDY454	Enright Partners Szolgaltato Korlatolt Felelossegu Tarsasag	
549300NWB973YIHXKU90	WASHINGTON AREA TEACHERS	
549300LRIRWW65GEOP91	New England Teamsters & Trucking Industry Pension Fund	
549300YCOUKZIB6S5041	JEEP COUNTRY	
254900ZCGCHCFNE8KY02	Northern Colorado Credit Union	
254900OEHDUSF2G6XH83	Educational Community Alliance Credit Union, Inc.	
5493004QMK6CW7WK4L54	DILMON	
5299007019VMNR6JFY88	Dillinger Straße 130	
72450016FPIDP9TNBR45	Dillenburgstraat 16	
529900YY5ZOC66D0W498	DILLFONDS	
2549003GSVATYDA8YJ92	Fredstone AB	
2138004FSURGCI29LL13	FREESTONE TRUST	
984500DE2B6DA84D6D30	Freestone Re Ltd.	
2549000XUK67JB06R239	FREESTONE FLOW LLC	
25490022JPVC27M31X44	FREESTONE ON MAIN LLC	
335800NABJS68GDVMY13	FREESTONE TECHNOLOGIES LLP	
254900ALWQU4OOV2KA34	FREESTONE CRESTA BELLA, LLC	
254900RUOZEDOKEERM04	FREESTONE GROVE PARTNERS LP	
549300ONL2WVB6L2JU37	Freestone Capital Corp I Ltd.	
213800SK35XS5ZQ1U871	FREESTONE INVESTMENTS LIMITED	
549300MRZA12HSHLR195	Churchill County School District	
529900LEMMBXNRX31N35	NYRSTAR	
549300HK129C7B8NUS35	Norströmsgatan 4	
213800HSTIL73N36QE28	NORSTAL SRL	
39120009J6RJ11MVJR95	Norstrasse 6	
549300YYBUITZ2DBRE36	NORSEARCH AS	
529900E5XM6IUS2OQP42	Norstaff ApS	
5493009MVJ5VPT6PRI29	NORASTARS LTD.	
894500F6R3BZZZO7F113	NYRSTAR FRANCE	
98450079ASBF9K643D32	Your Legacy Financial, Inc.	
636700NHN003OD7CGR68	COCHISE HOLDING AS	
50670022T5I10S2J0R36	Cochise Swiss Trade AG	
549300VS4NAU3AC3L777	COCHISE PRIME BUILDING, L.L.C.	
549300IH255GBPBTLI12	Thornapple LLP	
984500D9106EA94FDD70	DYNAMIC INFRATECH	
254900N79R630QKXCL38	DYNAMIK	
549300BKJT0S9QS1IK64	Dynamik	
875500U5KXR0I9R6EY47	Dynamis	
894500KRU353S7OQYD36	DYNAMIT	
549300LZFLVKLXJGOW91	Dinamico	
969500YD1NMS80OC6456	DYNAMITA	
894500G5E2K6PBZ8MQ58	DYNOMICA	
213800W9UNMU5VPCEH35	LANDFAIR EUROPEAN DISLOCATED OPPORTUNITIES SCSP	
894500NMDQUEXTGCQF70	ALLRIGHT4U	
254900P384RN0PV9OJ60	ALRIGHT INVESTMENTS	
315700KJCG0K3TGQK948	ALLRIGHT Invest a.s.	
894500GD8RKC9DT30119	Albright Life Sciences A/S	
5493002S816UFCIXGT52	ALLRIGHT LEGACY TRUST	
549300ZHBHWWNDTMAE14	ALBRIGHT CARE SERVICES	
5493003FSUSHBA2J3R15	ALBRIGHT HOLDINGS LTD.	
549300XUF1POELY6F090	Allbright Asia Limited	
5299007U7F6DYA5UFX88	Malendriesstraat 81	
9845009F003EEEF04748	MALEA	
96950084P11AEFV23O95	MALEX	
549300Z77TE7VBODT223	BOPTI	
8945004Z7ZHV3LML4N15	BOLTI	
967600UJOA2NNJ6P5D23	BOTIS	
969500C7LHC1QZGUOC96	BOPFIN	
9695007E979ZNAK9DT22	BOTIFY	
5493004UGQQPFAOIUF95	INTEGRITAS	
9845006A4D9DD1D1UC83	Integrify Oy	
254900YX22Y8557I8N41	Integrity PR	
984500856DD795AF2D81	IOtegrity OÜ	
549300B0VTWCHTRGRS95	INTEGRITY EXPERT LIMITED	
25490041ZW7VYNXPHN64	INTEGRIFY, INC.	
5493002FZTK6FNEKNC30	Integrity Tracking, LLC	
549300CPE11LNCGHHR81	Integrity360 AB	
5493002WSTYTUFJVG641	INTEGRITAS LTD AS	
969500DWAEWYP7GOWU54	INTEGRITAS VIAGER	
213800UCLPBRTX7BTO43	EDUCATION PERSONNEL	
213800I3VK9PFT8N3V95	ALTAMAHA CORP.	
254900ZSLA75B01UBZ69	Altamaha MHC, LLC	
984500BB77E998H9A017	EVERGREEN BUILDERS	
254900EIJA0A39C5SO15	EVERGREEN MARINE CORPORATION (TAIWAN) LTD.	
984500389EA3C3HB9963	EVERGREEN HOSIERY INDUSTRIES	
984500F080E59541G306	EVERGREEN IRRIGATION	
9845009E82EFEEDE0311	EVER GREEN WOOD INDUSTRIES	
969500VUIKKTSKY1J170	EVERGREEN HL1	
529900KB91O501T08I93	Evergreen III	
969500H4NO9EFK025Z96	LANMERIN	
699400PVPU0H3LX5BR02	Langerei 85	
894500WVQPUJU6F1X014	Lancer	
549300FEN077GCLLI055	LANGEREI 4-5-6	
8755003FSPXPO73I1584	Langerloweg 92	
549300836LIC8DRAOU70	Landergemstraat 36	
9845009F10611D73ED32	Langerei 37	
9695006YXUGAU53NTO91	LANCEREAUX DIVERSIFIÉ	
549300H6JEI1HOHSER25	Bethlehem Storage, LLC	
Q0IK63NITJD6RJ47SW96	AVISTA CORPORATION	
969500UZPBQ9ZMC9V861	M C 2 L	
969500XGQGN3GKH3YF33	M C M I	
984500FE9DDBC02C1007	M-C-A AB	
969500TUB7RCA6NWFP50	M C R L P	
967600W2UPJBDCVABV62	M B T GmbH	
52990085T1FWXY380E42	m-u-t GmbH	
549300KSWMPCV63SIU35	M A T TRUST	
254900HXIRTYODJMKD83	M & C Trust	
984500QL546EAC9EE342	M/S T SANTHAN ENGINEERING CONTRACTOR	
7245003VONJLGDO98L56	MF C&T B.V.	
254900WBNJ2MGXXXDY75	Pathfinder Bank	
254900QX78Q1VWVRNE50	Pathfinder Ltd.	
529900WURFFRVW3PCD27	Pathfinder Place, 10 Ramsay Court	
9845008746B9N0Y46876	PATHFINDER FX LTD	
213800FWIIB3EVI2LZ98	PATHFINDER 2 - SCS	
64886AJ91331K3GSMG26	Pathfinder Academy, Ellenabad	
549300Z2PQTM8WI1Z985	Pathfinder, L.L.C.	
2138009YG6AG3K86TN77	PATHFINDER MINERALS PLC	
8945008H0N43NE7YPE77	Pathfinder Power PLC	
